label,source_file,segment_index,start_sample,end_sample,fd_dominant_freq_hz,fd_spectral_centroid_hz,fd_spectral_bandwidth_hz,fd_total_band_energy,fd_envelope_dominant_freq_hz,fd_band_energy_0_500_hz,fd_band_energy_500_1500_hz,fd_band_energy_1500_3000_hz,fd_bpfi_hz,fd_bpfi_h1_fft_amp,fd_bpfi_h1_envelope_amp,fd_bpfi_h2_fft_amp,fd_bpfi_h2_envelope_amp,fd_bpfi_h3_fft_amp,fd_bpfi_h3_envelope_amp,fd_bpfo_hz,fd_bpfo_h1_fft_amp,fd_bpfo_h1_envelope_amp,fd_bpfo_h2_fft_amp,fd_bpfo_h2_envelope_amp,fd_bpfo_h3_fft_amp,fd_bpfo_h3_envelope_amp,fd_bsf_hz,fd_bsf_h1_fft_amp,fd_bsf_h1_envelope_amp,fd_bsf_h2_fft_amp,fd_bsf_h2_envelope_amp,fd_bsf_h3_fft_amp,fd_bsf_h3_envelope_amp,fd_ftf_hz,fd_ftf_h1_fft_amp,fd_ftf_h1_envelope_amp,fd_ftf_h2_fft_amp,fd_ftf_h2_envelope_amp,fd_ftf_h3_fft_amp,fd_ftf_h3_envelope_amp
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,12,12288,14336,29.296875,1982.3452110841263,1980.6247094627918,0.00401880789789578,29.296875,0.003947696190170993,1.2063168742764444e-05,2.1935030554012492e-05,162.0,0.0005786896679899127,0.00020672189185078733,0.0005009208627805338,0.00012573918279894865,0.00012203773062960808,0.0002468675100465246,108.0,0.0002609922000247088,0.00014837332359855668,0.0004790857830314074,0.00022331614434165548,0.0005009208627805338,0.00012573918279894865,72.0,0.0008232493677064394,0.00029586457262902516,0.00024020403127769476,0.0003436476529668555,0.0004790857830314074,0.00022331614434165548,12.0,0.00016314609552156762,0.0002391459981628124,0.020556615726710872,0.005664396808255455,0.02915918191765006,0.007365787719862005
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,13,13312,15360,29.296875,2019.174422036458,1994.0391461144993,0.004019576640712132,29.296875,0.003949792161527861,1.0722398781565708e-05,1.96268070549221e-05,162.0,0.0003395849403394295,0.000330516358137352,0.00015518497808193825,0.00030060282462420054,0.0001264054713628982,0.00022719894788723505,108.0,0.00024514187129496867,0.0002712148883043716,0.00025430357298609146,0.00025532198297958627,0.00015518497808193825,0.00030060282462420054,72.0,0.0005704383068035054,0.00030022223888114577,0.00031691066579871184,0.0002606651755255674,0.00025430357298609146,0.00025532198297958627,12.0,0.0006470171370263478,0.0005580922427422808,0.020545636585829974,0.005213083394253943,0.029364670218498496,0.007072127481033698
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,14,14336,16384,29.296875,1946.9805287825664,1981.0499369457102,0.004054652890116909,29.296875,0.003988329812328575,1.3294966283487756e-05,1.7082854408181165e-05,162.0,0.00024001112984393402,0.00039850597730669245,0.00038137128669421435,0.0002687275239802554,0.0002308203547609312,0.000614702158788137,108.0,0.00032015289912146785,0.00036500337960400944,0.00014824343662697692,0.00010318464782134848,0.00038137128669421435,0.0002687275239802554,72.0,0.0006165760846070496,0.00042469318865727103,0.00034980949477096413,0.00020572817966345896,0.00014824343662697692,0.00010318464782134848,12.0,0.00019474842276329465,0.00037879796107926294,0.020611220473252093,0.005205958469749128,0.029477677793913262,0.007291999147041722
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,15,15360,17408,29.296875,1986.7102029783111,1988.3085691464407,0.004053221008396627,29.296875,0.003983797645675036,1.2659465703237636e-05,1.925577564700394e-05,162.0,0.0004559633881386686,0.00020670240736385284,0.0003701127272367871,0.00030300919933745943,0.0003517393332920593,0.0003616890530241305,108.0,8.903793323162603e-05,0.0003045910502058249,0.0002783020454495521,0.0003112469575837228,0.0003701127272367871,0.00030300919933745943,72.0,0.0006301339450996512,0.00036003097177783643,0.000515068733466384,0.0003318156471173896,0.0002783020454495521,0.0003112469575837228,12.0,0.00024333805370773182,0.00011103475379958964,0.020451425464585376,0.005248388675561089,0.029483707888038096,0.007186569950049602
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,16,16384,18432,29.296875,1988.9037565682268,1972.7741736049088,0.004063250885919408,29.296875,0.003993928290683568,1.2687182218274819e-05,2.260126018157164e-05,162.0,0.0004360174760771067,0.00032031948067259814,0.00028143221057361185,0.0002652369331777464,2.0934607752779638e-05,0.0005051396616149728,108.0,3.3266421863438974e-05,0.00024016505345442305,0.00011331783427814394,0.00019982901094261173,0.00028143221057361185,0.0002652369331777464,72.0,0.0008129138345241862,0.00019162808003563502,0.00019109378930527344,0.00018534578123140385,0.00011331783427814394,0.00019982901094261173,12.0,0.00022503829439057965,0.00024097471135596271,0.020243884739297724,0.0050799288096842286,0.029823799086881375,0.006947260054027899
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,17,17408,19456,29.296875,1957.2459333017896,1976.4445718662294,0.00406706725008436,29.296875,0.004001909329541341,1.260488883245637e-05,1.7390914791957735e-05,162.0,0.00036110143026373595,0.00012222428148779552,0.0004772257693832811,0.0005046767404663548,0.0002922510015460204,0.00010536370384617805,108.0,0.00029794888379365705,0.00012391826661666265,0.0001547659608723177,0.0002510874928457628,0.0004772257693832811,0.0005046767404663548,72.0,0.0009980242567578946,0.0003233934040255498,0.00012880558363197232,0.0003966170964754946,0.0001547659608723177,0.0002510874928457628,12.0,0.0004589205373932344,0.0006932747717941698,0.020661793639500315,0.004986470078659704,0.029321763695422585,0.007689864602504358
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,18,18432,20480,29.296875,2000.3558784608822,1976.0974207669678,0.004137900607860334,29.296875,0.004060562675839946,1.573888397695412e-05,1.9672915721916305e-05,162.0,0.00019441588751018904,0.00021710167957614008,0.0002059456137495524,0.00029459053958958515,0.0004943389452056072,0.0003085073186332875,108.0,0.00030574965779324415,0.0001771307827281041,0.00021747075280557023,0.00023860059207113236,0.0002059456137495524,0.00029459053958958515,72.0,0.0007283169621308511,0.00023968952844878174,0.00015296245155146213,0.0002976205179228958,0.00021747075280557023,0.00023860059207113236,12.0,0.00037326547752320453,0.0004421357151313985,0.020765805300619968,0.005504038393552752,0.029965203436830658,0.0072225247430160126
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,19,19456,21504,29.296875,1927.1505610462025,1964.6559584822728,0.004107085322006787,29.296875,0.0040401429407517135,1.326097465279578e-05,1.843358882806689e-05,162.0,0.0003439969371994762,0.00016137339799172205,0.0005682566838006773,0.0005193021359694081,0.0002882802962378301,7.982673537637665e-05,108.0,0.0003487436513320782,0.0001852108777870066,0.0003985880399537545,0.0003695014010065716,0.0005682566838006773,0.0005193021359694081,72.0,0.0007840660524071833,0.000594192127261473,0.00043428682217689453,0.00044190496680175597,0.0003985880399537545,0.0003695014010065716,12.0,0.00021877567491144912,0.00021839680860081281,0.020699182125870415,0.004781968322266844,0.029710455618972103,0.007394234818637842
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,20,20480,22528,29.296875,1950.4358761252477,1952.9138391489084,0.004041707096180888,29.296875,0.0039721505051269305,1.2964427119901528e-05,2.2349751579240737e-05,162.0,0.00021766487456983732,0.00018131806689343036,0.00024936905465241865,0.0003296585210757995,0.00012498234623624615,0.000117352941665337,108.0,0.00045646100639203335,0.0005013767429747335,0.0003195135679683145,0.00025498374405291815,0.00024936905465241865,0.0003296585210757995,72.0,0.0007018588857580743,0.00026173499093050276,0.0005092492547116804,0.0003006638348335824,0.0003195135679683145,0.00025498374405291815,12.0,5.528237029938334e-05,0.00015893110570956587,0.020428293019988292,0.004925377954663169,0.02948489478679661,0.0071525301825706425
healthy,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/healthy/healthy_demo.csv,21,21504,23552,29.296875,2024.293228853963,2028.067833943927,0.004045690090687325,29.296875,0.003980267154275568,1.0506624756636977e-05,1.544658978364112e-05,162.0,0.00027438005912096557,0.00011337398245530235,0.000318640145095612,0.0002579468253685552,0.00020484864007444103,0.00012244634061929838,108.0,0.0004870005916815503,0.0002964536815915534,0.0003539514611723894,0.0003408073712972244,0.000318640145095612,0.0002579468253685552,72.0,0.0006714461617536859,0.0004361253046382897,0.00011369870128023299,0.0003789820051255698,0.0003539514611723894,0.0003408073712972244,12.0,0.0002266995560124611,0.00026678690346363315,0.020720328021751697,0.005111594476249648,0.029424330671547438,0.007154803948632338
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,0,0,2048,29.296875,1491.7799682326252,1508.3853498760116,0.009093035590750174,164.0625,0.005919333470348607,0.0024855831598446874,0.0006501948781645784,162.0,0.01987793294460683,0.02459661239075896,0.019460600413378482,0.021987446409682154,0.02025775676082907,0.02147719333623044,108.0,6.046619282496974e-05,0.002578824414027733,8.704333313051971e-05,0.0006416189088781597,0.019460600413378482,0.021987446409682154,72.0,0.0006293764634158742,0.0005640213416281259,0.0008324823722299826,0.0026365505831645398,8.704333313051971e-05,0.0006416189088781597,12.0,0.00011931339710178634,0.0006813069873004896,0.020732311531599146,0.005297124185190216,0.029241395484531925,0.007406946393751582
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,1,1024,3072,29.296875,1514.3224487117934,1525.4346155459295,0.009162789791042299,164.0625,0.005960711261624509,0.002479193945006011,0.0006800953496682294,162.0,0.019924803062452843,0.02479673296919032,0.019113176352515446,0.022114147074994085,0.02012547837971784,0.02115552659559777,108.0,0.0002680859438493323,0.002016505496410846,0.00017019189267767834,0.0004090935977927126,0.019113176352515446,0.022114147074994085,72.0,0.0005145743291079764,0.0005775872083814283,0.000466060268573793,0.002538144125797034,0.00017019189267767834,0.0004090935977927126,12.0,0.0005867677224949267,0.00034258167232361167,0.020739765661747095,0.005805778070488054,0.02969480710237425,0.0073341457992802984
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,2,2048,4096,29.296875,1495.0380639760526,1517.8716780851491,0.009039616431095986,164.0625,0.005876295936004801,0.0024787773671160643,0.0006461984589166452,162.0,0.01932496610090888,0.024645556615710017,0.01913569098202568,0.02174165502673409,0.020299827877029344,0.021098370462402934,108.0,0.00026985147384314695,0.0021534646602408914,0.0002134054681698875,0.0004504122099669482,0.01913569098202568,0.02174165502673409,72.0,0.0006887017711748926,0.00043340391312006796,0.0007735544571047283,0.002029590205350614,0.0002134054681698875,0.0004504122099669482,12.0,0.00027204179232150386,0.00019506870910869568,0.020244920729957868,0.005711045708691073,0.02957456846887403,0.007297199529656375
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,3,3072,5120,29.296875,1492.2474257941963,1506.0199844756164,0.009141152575856322,164.0625,0.0059423597852876,0.002485648922103674,0.0006724045348914817,162.0,0.019907715073901367,0.02461095786602057,0.019164877626407045,0.022258539142060513,0.01985073550604923,0.021328917264662895,108.0,0.00023073746705707147,0.0018875526097208572,0.0003605969324129368,0.00034837397919296317,0.019164877626407045,0.022258539142060513,72.0,0.0007106867653071808,0.0006474028346244988,0.00025315420480532765,0.0030298741557546953,0.0003605969324129368,0.00034837397919296317,12.0,0.0003170052242821775,0.00019124800142454105,0.020985689875099342,0.0048607104182381905,0.029414001425372257,0.007589056849036387
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,4,4096,6144,29.296875,1501.1842642877211,1515.03690041661,0.009162064985092318,164.0625,0.005965652177643206,0.002484880306865389,0.0006703636338837324,162.0,0.019979530330768214,0.024483834474669626,0.019689265688589464,0.022005705417027295,0.019808249743259326,0.021120842581200054,108.0,0.00020909074173725857,0.002284118319938982,0.0001469326581552274,0.0006713041162878259,0.019689265688589464,0.022005705417027295,72.0,0.0010472813204536954,0.00046721487421168956,0.0004056533821812137,0.002600903946324298,0.0001469326581552274,0.0006713041162878259,12.0,0.00048695051109834387,0.0005189297144770166,0.0207122505905312,0.005697675020278283,0.029698561768425724,0.007139298618072053
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,5,5120,7168,29.296875,1529.2836406417214,1542.3417082314832,0.009056193184360607,164.0625,0.0059089713701125255,0.0024447608922469532,0.0006585531215367626,162.0,0.019793936523317082,0.024749911649194312,0.019148261923655506,0.022003805330340128,0.020245555514924875,0.021150094720353715,108.0,0.00037327395608142787,0.001982199935423233,6.736353331690018e-05,0.0002484187621111671,0.019148261923655506,0.022003805330340128,72.0,0.0010766675271188728,0.0003102416727779409,0.0007141053465668377,0.0020780722484136163,6.736353331690018e-05,0.0002484187621111671,12.0,0.00019903087058481314,0.0005290190988561823,0.0200560889921415,0.004784371115536804,0.02964347346761929,0.007220445753290407
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,6,6144,8192,29.296875,1508.1213986254104,1540.817500324953,0.00906346148150181,164.0625,0.005919686399530157,0.0024563124014687354,0.0006455484343715872,162.0,0.020102883934713635,0.02459416220981087,0.019351817114027423,0.022102859136450617,0.02029008662868654,0.02095415787572732,108.0,0.00039977345327227347,0.0022028291043844754,5.2990890311549716e-05,0.000764105233112585,0.019351817114027423,0.022102859136450617,72.0,0.0006918329548728943,0.0004270206211094278,0.00029806373231700586,0.0025608358975698397,5.2990890311549716e-05,0.000764105233112585,12.0,0.00024091525009920753,0.000549898069563833,0.020353035440188655,0.00513986314443915,0.029367603151017514,0.007312902254004695
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,7,7168,9216,29.296875,1508.8255202874145,1525.6469855989212,0.009168012465477026,164.0625,0.005983717497408544,0.002471343121151671,0.0006735924036282218,162.0,0.019710403888148206,0.02495054839610564,0.01920314806041436,0.022138411603321376,0.020388455709037055,0.02105467184704753,108.0,0.00027547064407248696,0.002450142580974996,0.0003144248978622495,0.00043569393461994,0.01920314806041436,0.022138411603321376,72.0,0.0008285576875983017,0.0007981835051676129,0.00023685522970401908,0.002468574970157168,0.0003144248978622495,0.00043569393461994,12.0,0.00031355702811094137,0.0001856971410858238,0.020719882795854065,0.005319241186556419,0.029788590111069078,0.007365659824550272
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,8,8192,10240,29.296875,1529.8106874026464,1540.6972625576864,0.009151560299626965,164.0625,0.005962407219205813,0.0024801477714113626,0.0006642090961373149,162.0,0.020134612919144534,0.024864317534039972,0.019237057910175062,0.021953022050097973,0.020396238009824624,0.02120243853835921,108.0,0.0005392935439525715,0.0023556035976488913,6.227497637265092e-05,0.00011353649536615076,0.019237057910175062,0.021953022050097973,72.0,0.0008860954674040118,0.0008318403555815398,0.0006158964390197782,0.002794878654821943,6.227497637265092e-05,0.00011353649536615076,12.0,0.00033126558898218065,0.00046615861269013814,0.020300716882333904,0.005569156176122768,0.02949662453157516,0.007681529542035553
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,9,9216,11264,29.296875,1495.7616367164608,1506.3304924096203,0.00915277757195574,164.0625,0.005944156031238271,0.0024970450927840372,0.0006736131370800357,162.0,0.019632906671978652,0.02504611789352889,0.019288461012326726,0.021937806616544618,0.020348316498944558,0.021300022855968256,108.0,0.000287935780487671,0.0023965620808661403,0.00017164003297736889,0.0006901428631893753,0.019288461012326726,0.021937806616544618,72.0,0.0008062424763701478,0.0002438381080394954,0.0003628075027725986,0.002390327627107009,0.00017164003297736889,0.0006901428631893753,12.0,0.00021913084964567405,0.0002878519114417424,0.020810785839596817,0.005764085939324739,0.029190128015515744,0.007233858990868584
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,10,10240,12288,29.296875,1495.1558814122504,1512.6244022098508,0.009108259168708643,164.0625,0.005879258123815168,0.002522306733250138,0.0006659884280302164,162.0,0.01950569504680563,0.02532108314739238,0.019643926850209655,0.0225537162912043,0.02035510267985797,0.021543831370053564,108.0,0.00012010648903926882,0.0022187851568205475,0.00030649655902048194,0.0003158075229638617,0.019643926850209655,0.0225537162912043,72.0,0.0006011130148603086,0.0002544023114708553,0.0003603741089634425,0.002341074557734327,0.00030649655902048194,0.0003158075229638617,12.0,0.00017154446162355043,0.00027596872010769214,0.019837534248839387,0.005015627649560608,0.029504707913228463,0.0072974728215889845
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,11,11264,13312,29.296875,1502.5427031007227,1527.6386627524298,0.009013851447085655,164.0625,0.005873980032800806,0.002445114603323576,0.000654994200421977,162.0,0.019330354100243235,0.0246508789263388,0.01933232246459338,0.021710038187180484,0.020280374811400742,0.020773347769084488,108.0,0.00012691972977327612,0.002049667064452447,0.0001467649174305285,0.0005908655624999854,0.01933232246459338,0.021710038187180484,72.0,0.000905076152898878,0.0005641237440071903,0.00039175950402848533,0.002308066064835952,0.0001467649174305285,0.0005908655624999854,12.0,0.0004829646546142181,0.00025578781302321136,0.0207063935910177,0.005359200244855369,0.029277930657537928,0.0073998651725046445
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,12,12288,14336,29.296875,1510.0522736930213,1520.6702215108319,0.009021628081480207,164.0625,0.005854421135433399,0.0024525288779402065,0.0006733538474834384,162.0,0.019631781921992976,0.024847506626996186,0.018905363349464657,0.022114116496416154,0.020272263406976625,0.021332344273205333,108.0,0.0002673979087228314,0.00213852233367403,0.0004849590381910585,0.0002894442491310018,0.018905363349464657,0.022114116496416154,72.0,0.0008217771783845311,0.00045671303556312685,0.0005801736380485377,0.00244341599887086,0.0004849590381910585,0.0002894442491310018,12.0,0.00016336747533941568,0.00014706417786856048,0.02055687476528941,0.005283203677521865,0.029159467218779034,0.007644559543452017
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,13,13312,15360,29.296875,1522.5278906751116,1535.5664403947128,0.009095492712648713,164.0625,0.00586925881735832,0.002508211678159188,0.0006741652050623042,162.0,0.019488485195005845,0.024690223380894483,0.01926135516030752,0.02228606203556123,0.020310739470103395,0.021368003634485412,108.0,0.00024259497542129975,0.00208256553240274,0.00026094278678803187,7.796422279717134e-05,0.01926135516030752,0.02228606203556123,72.0,0.0005706048316887618,0.00047108444877333813,0.0005474761092913223,0.0023075317349961597,0.00026094278678803187,7.796422279717134e-05,12.0,0.0006472859169802831,0.0006339370852602731,0.020546030017081815,0.005693492401357565,0.02936517403494784,0.0075417872301522
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,14,14336,16384,29.296875,1493.2832999010927,1513.1281037563324,0.009136670447279678,164.0625,0.005891889788047515,0.0025309488924127547,0.0006709219189720391,162.0,0.019533933624222937,0.024943363334743465,0.01903723741512482,0.0222341388681345,0.019984191934571443,0.021994556080483608,108.0,0.00031898470548849284,0.0021747602198958884,0.00015004637994814768,0.0004058081701539858,0.01903723741512482,0.0222341388681345,72.0,0.0006178489715031899,0.00046894231213197583,0.00042522183358544263,0.0026155942523749193,0.00015004637994814768,0.0004058081701539858,12.0,0.00019434997262856275,0.00028084899380640034,0.020610869094578665,0.005274316400007759,0.029477252524598246,0.007592914054152772
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,15,15360,17408,29.296875,1511.7538505713028,1531.0125817085861,0.009087522665174133,164.0625,0.005915828765692444,0.002483922526200915,0.0006463943048471538,162.0,0.019431075091716293,0.024717227195649664,0.019420107159879834,0.021958294937439997,0.020405805647755522,0.021317771872899436,108.0,9.015694723484233e-05,0.002183719877930082,0.00028407552833985196,0.0004530463949175244,0.019420107159879834,0.021958294937439997,72.0,0.0006289391141710689,0.00030133719111828335,0.000596991763594895,0.0023538270597270932,0.00028407552833985196,0.0004530463949175244,12.0,0.00024346084239923476,0.00022553927218304674,0.02045133730460254,0.005140754500452939,0.029483517044990453,0.0075003907570357145
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,16,16384,18432,29.296875,1508.9422236144992,1514.8399672275755,0.0090628673723923,164.0625,0.005891865355738393,0.0024705706253736275,0.0006623754047809613,162.0,0.01947779286644085,0.024804159625367344,0.019062185866587093,0.021707404745538252,0.020167227899878532,0.02068064920199981,108.0,4.212789411187645e-05,0.0022260750270790787,0.0001074106023753948,0.0002702641250330868,0.019062185866587093,0.021707404745538252,72.0,0.000812002064474614,0.0005331908326024762,0.0003621101714744361,0.0022567604248839054,0.0001074106023753948,0.0002702641250330868,12.0,0.0002250549652341582,0.00011949977434075614,0.020244109953479507,0.005151109055990153,0.029824176957901568,0.0069243605664617205
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,17,17408,19456,29.296875,1486.9161729045093,1504.8622965266457,0.009042159714453707,164.0625,0.005872655844548088,0.002477600082133341,0.0006542292051554513,162.0,0.01940285709781862,0.02457182304904583,0.018836713937120716,0.02193745292626122,0.01990854228940676,0.021084681272488894,108.0,0.0003028320235130155,0.0020414173213371637,0.00014965022540344724,0.0003963305578506965,0.018836713937120716,0.02193745292626122,72.0,0.00099952494899974,0.00037404777162425366,0.0002505850894053603,0.002052581131138631,0.00014965022540344724,0.0003963305578506965,12.0,0.00045840120265253987,0.0007771413283936872,0.02066207618494764,0.005217394742342708,0.02932207304805877,0.0075502020527483575
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,18,18432,20480,29.296875,1521.4264167304848,1530.7661097137197,0.009112912780075652,164.0625,0.005976827356162273,0.0024256083094272717,0.000664420847046026,162.0,0.01977502210417102,0.024524603476352165,0.01913378694457843,0.021761624069979342,0.019981898975555242,0.02056318974682754,108.0,0.0003007957733246359,0.002441896749128006,0.0002132594628229802,0.00012588897980900625,0.01913378694457843,0.021761624069979342,72.0,0.0007293455047556156,0.0004241658037841573,0.0004745765194818436,0.0024730902539657615,0.0002132594628229802,0.00012588897980900625,12.0,0.0003728445678882777,0.0003139301155415552,0.02076533938591675,0.005669981763833861,0.029964607064465687,0.007606614575054716
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,19,19456,21504,29.296875,1487.3857894789476,1506.9699942352152,0.009119005762790976,164.0625,0.005973865510872427,0.002431247151903222,0.0006730142842900593,162.0,0.019419631776634187,0.024589764134687678,0.01974408340927036,0.022287176935181566,0.019964018312611565,0.021012997270582034,108.0,0.0003491343018273378,0.0018368414453889743,0.00040517188361364223,0.0002264416953475917,0.01974408340927036,0.022287176935181566,72.0,0.0007826677989593482,0.000653731117030307,0.00028330888034840834,0.0023930908222598675,0.00040517188361364223,0.0002264416953475917,12.0,0.00021896323567367068,0.00016034478433017384,0.02069901685745769,0.00482858468741715,0.029710313818657623,0.007279392715210095
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,20,20480,22528,29.296875,1491.637263497944,1507.9095916734555,0.009044291430921848,164.0625,0.0059281408813957395,0.0024399763445809167,0.0006365800257937521,162.0,0.01969439991628258,0.024670608485200536,0.019366231221155644,0.021947532183752085,0.02030350670571543,0.020926124734671505,108.0,0.0004634801533191507,0.0026204713147834602,0.0003150901198580879,0.00044593298197827285,0.019366231221155644,0.021947532183752085,72.0,0.0007015740093375123,0.0004446067824469209,0.00044486514185377175,0.002263465907306818,0.0003150901198580879,0.00044593298197827285,12.0,5.5812030731560004e-05,0.0002896548855056911,0.020428854662145498,0.005141835477443762,0.029485550931065856,0.007359010721272521
inner,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/inner/inner_demo.csv,21,21504,23552,29.296875,1512.0111611664636,1546.1904503869262,0.009098472831336985,164.0625,0.005924076382915722,0.0025004138678062426,0.0006319378503898934,162.0,0.019702590590293376,0.024976070120512686,0.01928105909619197,0.022341821053096733,0.020388066018401037,0.021426571380512696,108.0,0.0004903449484641403,0.002095119694218873,0.00034655232703286343,0.00011017072296857555,0.01928105909619197,0.022341821053096733,72.0,0.0006729330376793668,0.0009061007766318631,0.0002858228439338906,0.002736964849427974,0.00034655232703286343,0.00011017072296857555,12.0,0.000226431412030487,0.0001725587876600672,0.02071998051424905,0.004908240930066276,0.029423967148170437,0.007364571241453516
outer,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/outer/outer_demo.csv,0,0,2048,29.296875,1471.3629177819164,1509.4747360354602,0.007493868760640605,216.796875,0.0051386279537619095,0.0017976252828540177,0.0005208025575399352,162.0,0.0003690483047986185,0.0014568370008266602,0.013064635690778417,0.014937186268590773,9.698943041923819e-05,0.0008074298306619215,108.0,0.01245502970801656,0.015950612231796817,0.013874931196537599,0.017665639326447703,0.013064635690778417,0.014937186268590773,72.0,0.0006407728881944592,0.007792040090386175,0.0005799159495905703,0.003991270446065574,0.013874931196537599,0.017665639326447703,12.0,0.00011860504052172932,0.0005428193111264033,0.020731865999871767,0.0050889952720358745,0.02924039256849719,0.007394075579653062
outer,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/outer/outer_demo.csv,1,1024,3072,29.296875,1496.0211365127732,1527.406833603704,0.007576538957706208,216.796875,0.0052067213657041944,0.0017867562980168573,0.0005429795902141747,162.0,0.00047016948356185006,0.0015074769089882378,0.012718597776098376,0.015071183096769369,7.603941840555878e-05,0.0006415470858385287,108.0,0.012609435297052066,0.016139399819391085,0.013982789495981631,0.017574339266755744,0.012718597776098376,0.015071183096769369,72.0,0.0005213299372871487,0.008140838543330827,0.00013864718907964473,0.0037004569946043294,0.013982789495981631,0.017574339266755744,12.0,0.0005870444496036625,0.00015782086430698197,0.0207414110293743,0.0055436947486029765,0.029697190981711235,0.007096350773438346
outer,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/outer/outer_demo.csv,2,2048,4096,29.296875,1481.4230883565099,1522.2836237513484,0.007468857490043639,216.796875,0.005136347048751523,0.0017797397265829147,0.0005147015922282851,162.0,0.0004488367952490292,0.0014974725310679174,0.012740609631140504,0.014768008309995917,0.00018714182703192942,0.0005933667369867453,108.0,0.01256302850958199,0.016092331570018457,0.014037001475705456,0.017157166206307008,0.012740609631140504,0.014768008309995917,72.0,0.0007178025444712277,0.008030905921176395,0.0004312959571301247,0.004301003194921859,0.014037001475705456,0.017157166206307008,12.0,0.00027106441361787954,0.00024221649995141063,0.020243637204472226,0.005346404659785681,0.02957302782668318,0.007057939025534994
outer,/Users/ec/Desktop/automation/hidayet/BitirmeCod/demo_data/outer/outer_demo.csv,3,3072,5120,29.296875,1468.3819043456651,1504.1614981780317,0.007551540114856179,216.796875,0.0052008064044313015,0.0017673285354444005,0.000546314234501614,162.0,0.0003231958572054476,0.001284282387326056,0.012768859928682966,0.015091325416164151,0.00034153879607480846,0.0009132686905908991,108.0,0.012550250485644131,0.01639571984016302,0.014203798011794114,0.017299456159104325,0.012768859928682966,0.015091325416164151,72.0,0.0007186755033192799,0.00790717481571429,0.00012676926013555886,0.0038939398871305577,0.014203798011794114,0.017299456159104325,12.0,0.00031630431991205334,0.00024596662638548186,0.020984606046642564,0.004647290573046202,0.02941241586356231,0.007367554370481825
